CNAE09;negocio;MES;TRIGGER
899;2;6;B.POSITIVO
899;2;7;C.NEGATIVO
899;2;8;D.NEGATIVO
899;2;10;B.POSITIVO
899;2;11;C.NEGATIVO
899;2;12;C.NEGATIVO
899;3;1;A.POSITIVO
899;3;3;C.NEGATIVO
899;3;4;C.NEGATIVO
899;3;5;C.NEGATIVO
899;3;7;A.POSITIVO
899;3;8;C.NEGATIVO
899;3;11;C.NEGATIVO
899;4;1;B.POSITIVO
899;4;2;D.NEGATIVO
899;4;3;C.NEGATIVO
899;4;4;C.NEGATIVO
899;4;7;D.NEGATIVO
899;4;10;B.POSITIVO
899;4;11;C.NEGATIVO
899;4;12;A.POSITIVO
899;5;1;C.NEGATIVO
899;5;8;C.NEGATIVO
899;5;9;B.POSITIVO
899;5;10;B.POSITIVO
931;1;4;B.POSITIVO
931;1;5;C.NEGATIVO
931;1;6;B.POSITIVO
931;1;8;C.NEGATIVO
931;1;10;D.NEGATIVO
931;1;12;A.POSITIVO
942;1;1;A.POSITIVO
942;1;2;B.POSITIVO
942;1;3;C.NEGATIVO
942;1;5;D.NEGATIVO
942;1;6;C.NEGATIVO
942;1;8;D.NEGATIVO
942;1;9;C.NEGATIVO
942;1;10;A.POSITIVO
942;1;11;A.POSITIVO
942;1;12;C.NEGATIVO
942;4;1;A.POSITIVO
942;4;6;A.POSITIVO
942;4;8;D.NEGATIVO
942;4;10;C.NEGATIVO
942;4;11;C.NEGATIVO
942;5;1;A.POSITIVO
942;5;2;A.POSITIVO
942;5;3;B.POSITIVO
942;5;4;C.NEGATIVO
942;5;5;C.NEGATIVO
942;5;7;C.NEGATIVO
942;5;8;D.NEGATIVO
942;5;9;C.NEGATIVO
942;5;10;C.NEGATIVO
942;5;12;C.NEGATIVO
1011;0;1;C.NEGATIVO
1011;0;3;A.POSITIVO
1011;0;5;C.NEGATIVO
1011;0;6;C.NEGATIVO
1011;0;8;C.NEGATIVO
1011;0;11;B.POSITIVO
1011;1;4;B.POSITIVO
1011;1;8;C.NEGATIVO
1011;2;4;A.POSITIVO
1011;2;7;C.NEGATIVO
1011;2;8;C.NEGATIVO
1011;2;9;C.NEGATIVO
1011;2;10;B.POSITIVO
1011;3;2;B.POSITIVO
1011;3;4;A.POSITIVO
1011;3;8;C.NEGATIVO
1011;4;1;B.POSITIVO
1011;4;4;B.POSITIVO
1011;4;5;C.NEGATIVO
1011;4;8;C.NEGATIVO
1011;5;3;B.POSITIVO
1011;5;8;C.NEGATIVO
1012;5;1;C.NEGATIVO
1012;5;6;C.NEGATIVO
1012;5;9;A.POSITIVO
1012;5;10;B.POSITIVO
1013;0;2;B.POSITIVO
1013;0;3;B.POSITIVO
1013;0;4;B.POSITIVO
1013;0;8;C.NEGATIVO
1013;0;12;C.NEGATIVO
1013;1;3;B.POSITIVO
1013;1;4;B.POSITIVO
1013;1;8;C.NEGATIVO
1013;2;4;A.POSITIVO
1013;2;6;C.NEGATIVO
1013;2;8;C.NEGATIVO
1013;2;12;B.POSITIVO
1013;3;4;B.POSITIVO
1013;3;8;C.NEGATIVO
1013;4;2;B.POSITIVO
1013;4;3;B.POSITIVO
1013;4;4;B.POSITIVO
1013;4;8;C.NEGATIVO
1013;4;12;C.NEGATIVO
1013;5;8;C.NEGATIVO
1021;1;4;A.POSITIVO
1021;1;6;B.POSITIVO
1021;1;8;D.NEGATIVO
1021;1;9;C.NEGATIVO
1021;1;12;D.NEGATIVO
1021;2;1;B.POSITIVO
1021;2;2;B.POSITIVO
1021;2;4;A.POSITIVO
1021;2;6;C.NEGATIVO
1021;2;11;C.NEGATIVO
1021;2;12;C.NEGATIVO
1021;3;2;C.NEGATIVO
1021;3;3;A.POSITIVO
1021;3;8;C.NEGATIVO
1021;3;11;B.POSITIVO
1021;4;1;B.POSITIVO
1021;4;3;B.POSITIVO
1021;4;8;C.NEGATIVO
1021;4;11;C.NEGATIVO
1021;4;12;C.NEGATIVO
1021;5;3;B.POSITIVO
1021;5;6;B.POSITIVO
1021;5;8;C.NEGATIVO
1022;0;6;C.NEGATIVO
1022;0;7;B.POSITIVO
1022;0;8;C.NEGATIVO
1022;0;9;B.POSITIVO
1022;0;10;A.POSITIVO
1022;1;3;B.POSITIVO
1022;1;4;B.POSITIVO
1022;1;6;C.NEGATIVO
1022;1;8;D.NEGATIVO
1022;2;2;B.POSITIVO
1022;2;4;A.POSITIVO
1022;2;6;C.NEGATIVO
1022;2;12;B.POSITIVO
1022;3;4;B.POSITIVO
1022;3;5;B.POSITIVO
1022;3;7;C.NEGATIVO
1022;3;8;C.NEGATIVO
1022;4;3;B.POSITIVO
1022;5;2;B.POSITIVO
1022;5;8;C.NEGATIVO
1031;3;1;C.NEGATIVO
1031;3;3;C.NEGATIVO
1031;3;4;B.POSITIVO
1031;3;6;C.NEGATIVO
1031;3;7;B.POSITIVO
1031;3;8;C.NEGATIVO
1031;3;10;B.POSITIVO
1031;4;1;C.NEGATIVO
1031;4;2;B.POSITIVO
1031;4;4;D.NEGATIVO
1031;4;5;B.POSITIVO
1031;4;6;D.NEGATIVO
1031;4;7;C.NEGATIVO
1031;4;8;A.POSITIVO
1031;4;11;B.POSITIVO
1031;4;12;B.POSITIVO
1032;0;1;C.NEGATIVO
1032;0;2;B.POSITIVO
1032;0;8;C.NEGATIVO
1032;0;9;A.POSITIVO
1032;1;1;C.NEGATIVO
1032;1;3;A.POSITIVO
1032;1;4;A.POSITIVO
1032;1;8;D.NEGATIVO
1032;1;9;C.NEGATIVO
1032;2;2;C.NEGATIVO
1032;2;4;B.POSITIVO
1032;2;5;B.POSITIVO
1032;2;6;A.POSITIVO
1032;2;7;C.NEGATIVO
1032;2;11;C.NEGATIVO
1032;3;1;B.POSITIVO
1032;3;2;B.POSITIVO
1032;3;3;B.POSITIVO
1032;3;4;B.POSITIVO
1032;3;5;C.NEGATIVO
1032;3;6;C.NEGATIVO
1032;3;7;C.NEGATIVO
1032;3;8;C.NEGATIVO
1032;3;10;B.POSITIVO
1032;4;3;B.POSITIVO
1032;4;5;C.NEGATIVO
1032;4;8;D.NEGATIVO
1032;4;10;B.POSITIVO
1032;4;11;B.POSITIVO
1032;4;12;C.NEGATIVO
1032;5;2;B.POSITIVO
1032;5;8;C.NEGATIVO
1039;0;3;C.NEGATIVO
1039;0;4;B.POSITIVO
1039;0;8;C.NEGATIVO
1039;0;11;B.POSITIVO
1039;1;4;B.POSITIVO
1039;1;8;C.NEGATIVO
1039;2;2;B.POSITIVO
1039;2;6;C.NEGATIVO
1039;2;8;D.NEGATIVO
1039;3;1;B.POSITIVO
1039;3;8;C.NEGATIVO
1039;4;3;B.POSITIVO
1039;4;5;C.NEGATIVO
1039;5;8;C.NEGATIVO
1042;5;2;C.NEGATIVO
1042;5;4;C.NEGATIVO
1042;5;6;A.POSITIVO
1042;5;7;B.POSITIVO
1042;5;8;B.POSITIVO
1042;5;9;A.POSITIVO
1042;5;10;D.NEGATIVO
1042;5;11;C.NEGATIVO
1042;5;12;C.NEGATIVO
1043;0;4;B.POSITIVO
1043;0;8;C.NEGATIVO
1043;0;12;B.POSITIVO
1043;1;4;B.POSITIVO
1043;1;7;C.NEGATIVO
1043;1;8;C.NEGATIVO
1043;2;1;B.POSITIVO
1043;2;3;B.POSITIVO
1043;2;4;A.POSITIVO
1043;2;6;C.NEGATIVO
1043;2;8;C.NEGATIVO
1043;3;4;B.POSITIVO
1043;3;8;C.NEGATIVO
1043;4;4;B.POSITIVO
1043;4;8;C.NEGATIVO
1043;4;12;B.POSITIVO
1043;5;3;B.POSITIVO
1043;5;8;C.NEGATIVO
1044;1;3;A.POSITIVO
1044;1;6;C.NEGATIVO
1044;1;11;C.NEGATIVO
1044;3;4;B.POSITIVO
1044;3;6;C.NEGATIVO
1044;3;7;C.NEGATIVO
1044;3;8;D.NEGATIVO
1044;3;10;B.POSITIVO
1044;3;11;B.POSITIVO
1044;3;12;B.POSITIVO
1044;4;1;B.POSITIVO
1044;4;2;C.NEGATIVO
1044;4;4;A.POSITIVO
1044;4;5;C.NEGATIVO
1044;4;6;C.NEGATIVO
1044;4;8;D.NEGATIVO
1044;4;10;B.POSITIVO
1044;4;11;B.POSITIVO
1044;4;12;B.POSITIVO
1044;5;1;B.POSITIVO
1044;5;8;C.NEGATIVO
1052;0;2;B.POSITIVO
1052;0;4;A.POSITIVO
1052;0;6;C.NEGATIVO
1052;0;7;C.NEGATIVO
1052;0;10;A.POSITIVO
1052;0;11;C.NEGATIVO
1052;1;1;B.POSITIVO
1052;1;4;A.POSITIVO
1052;1;8;C.NEGATIVO
1052;2;3;C.NEGATIVO
1052;2;4;B.POSITIVO
1052;2;7;A.POSITIVO
1052;2;12;C.NEGATIVO
1052;3;3;B.POSITIVO
1052;3;4;B.POSITIVO
1052;3;8;C.NEGATIVO
1052;3;9;C.NEGATIVO
1052;3;11;C.NEGATIVO
1052;4;4;B.POSITIVO
1052;4;5;A.POSITIVO
1052;4;8;C.NEGATIVO
1052;4;9;C.NEGATIVO
1052;5;1;C.NEGATIVO
1052;5;2;B.POSITIVO
1052;5;3;B.POSITIVO
1052;5;4;C.NEGATIVO
1052;5;7;B.POSITIVO
1053;0;2;C.NEGATIVO
1053;0;4;A.POSITIVO
1053;0;5;B.POSITIVO
1053;0;6;C.NEGATIVO
1053;0;8;C.NEGATIVO
1053;0;11;A.POSITIVO
1053;0;12;C.NEGATIVO
1053;1;4;A.POSITIVO
1053;1;8;C.NEGATIVO
1053;2;1;B.POSITIVO
1053;2;3;C.NEGATIVO
1053;2;4;A.POSITIVO
1053;2;5;C.NEGATIVO
1053;2;6;C.NEGATIVO
1053;2;9;C.NEGATIVO
1053;2;10;B.POSITIVO
1053;3;8;C.NEGATIVO
1053;4;2;B.POSITIVO
1053;4;8;C.NEGATIVO
1053;5;8;C.NEGATIVO
1053;5;10;B.POSITIVO
1054;0;1;B.POSITIVO
1054;0;2;A.POSITIVO
1054;0;3;A.POSITIVO
1054;0;4;D.NEGATIVO
1054;0;5;D.NEGATIVO
1054;0;6;C.NEGATIVO
1054;0;7;C.NEGATIVO
1054;0;8;C.NEGATIVO
1054;0;11;C.NEGATIVO
1054;1;2;B.POSITIVO
1054;1;3;C.NEGATIVO
1054;1;4;B.POSITIVO
1054;1;7;C.NEGATIVO
1054;1;8;C.NEGATIVO
1054;1;11;B.POSITIVO
1054;2;1;C.NEGATIVO
1054;2;5;C.NEGATIVO
1054;2;6;B.POSITIVO
1054;2;7;A.POSITIVO
1054;2;9;B.POSITIVO
1054;2;10;B.POSITIVO
1054;2;11;C.NEGATIVO
1054;2;12;C.NEGATIVO
1054;3;3;B.POSITIVO
1054;3;4;A.POSITIVO
1054;3;7;C.NEGATIVO
1054;3;8;C.NEGATIVO
1054;3;9;C.NEGATIVO
1054;3;11;B.POSITIVO
1054;3;12;C.NEGATIVO
1054;4;2;C.NEGATIVO
1054;4;3;A.POSITIVO
1054;4;4;B.POSITIVO
1054;4;5;C.NEGATIVO
1054;4;9;C.NEGATIVO
1054;4;11;C.NEGATIVO
1054;5;8;C.NEGATIVO
1061;1;4;A.POSITIVO
1061;1;7;C.NEGATIVO
1061;1;8;C.NEGATIVO
1061;2;2;C.NEGATIVO
1061;2;4;A.POSITIVO
1061;2;5;B.POSITIVO
1061;2;8;C.NEGATIVO
1061;2;11;C.NEGATIVO
1061;2;12;C.NEGATIVO
1061;3;3;B.POSITIVO
1061;3;4;A.POSITIVO
1061;3;8;C.NEGATIVO
1061;3;9;C.NEGATIVO
1061;4;3;B.POSITIVO
1061;4;5;B.POSITIVO
1061;4;8;C.NEGATIVO
1061;5;8;C.NEGATIVO
1062;5;4;C.NEGATIVO
1062;5;5;B.POSITIVO
1062;5;7;A.POSITIVO
1062;5;8;D.NEGATIVO
1062;5;9;B.POSITIVO
1071;0;4;B.POSITIVO
1071;0;8;C.NEGATIVO
1071;1;4;A.POSITIVO
1071;1;8;C.NEGATIVO
1071;1;11;C.NEGATIVO
1071;2;3;C.NEGATIVO
1071;2;4;A.POSITIVO
1071;2;8;C.NEGATIVO
1071;3;4;B.POSITIVO
1071;3;8;C.NEGATIVO
1071;4;8;C.NEGATIVO
1071;5;10;B.POSITIVO
1072;1;4;A.POSITIVO
1072;1;8;C.NEGATIVO
1072;2;2;B.POSITIVO
1072;2;4;B.POSITIVO
1072;2;5;C.NEGATIVO
1072;2;8;C.NEGATIVO
1072;2;9;C.NEGATIVO
1072;3;3;B.POSITIVO
1072;3;4;A.POSITIVO
1072;3;6;C.NEGATIVO
1072;3;7;C.NEGATIVO
1072;3;8;C.NEGATIVO
1072;3;9;C.NEGATIVO
1072;4;1;B.POSITIVO
1072;4;2;B.POSITIVO
1072;4;6;B.POSITIVO
1072;4;8;C.NEGATIVO
1072;5;8;C.NEGATIVO
1073;1;4;B.POSITIVO
1073;1;5;C.NEGATIVO
1073;1;7;C.NEGATIVO
1073;1;8;C.NEGATIVO
1073;2;4;B.POSITIVO
1073;2;6;B.POSITIVO
1073;2;8;D.NEGATIVO
1073;2;9;C.NEGATIVO
1073;2;10;B.POSITIVO
1073;2;11;C.NEGATIVO
1073;2;12;B.POSITIVO
1073;3;1;B.POSITIVO
1073;3;4;A.POSITIVO
1073;3;5;C.NEGATIVO
1073;3;6;C.NEGATIVO
1073;3;8;D.NEGATIVO
1073;3;9;B.POSITIVO
1073;3;10;C.NEGATIVO
1073;4;11;C.NEGATIVO
1073;5;1;B.POSITIVO
1073;5;5;C.NEGATIVO
1073;5;7;C.NEGATIVO
1073;5;8;C.NEGATIVO
1073;5;10;B.POSITIVO
1073;5;11;B.POSITIVO
1081;5;1;B.POSITIVO
1081;5;2;B.POSITIVO
1081;5;5;C.NEGATIVO
1081;5;7;C.NEGATIVO
1081;5;8;C.NEGATIVO
1081;5;9;B.POSITIVO
1081;5;10;B.POSITIVO
1082;0;2;B.POSITIVO
1082;0;8;C.NEGATIVO
1082;0;10;C.NEGATIVO
1082;0;12;D.NEGATIVO
1082;1;2;A.POSITIVO
1082;1;4;B.POSITIVO
1082;1;7;C.NEGATIVO
1082;1;8;C.NEGATIVO
1082;1;9;C.NEGATIVO
1082;1;10;B.POSITIVO
1082;1;11;C.NEGATIVO
1082;2;3;B.POSITIVO
1082;2;4;B.POSITIVO
1082;2;8;C.NEGATIVO
1082;2;9;C.NEGATIVO
1082;3;6;B.POSITIVO
1082;3;8;D.NEGATIVO
1082;3;10;B.POSITIVO
1082;4;4;B.POSITIVO
1082;4;6;C.NEGATIVO
1082;4;8;C.NEGATIVO
1082;4;12;C.NEGATIVO
1082;5;8;C.NEGATIVO
1083;0;2;B.POSITIVO
1083;0;4;C.NEGATIVO
1083;0;5;C.NEGATIVO
1083;0;6;C.NEGATIVO
1083;0;8;D.NEGATIVO
1083;0;9;C.NEGATIVO
1083;0;10;A.POSITIVO
1083;0;12;B.POSITIVO
1083;1;4;B.POSITIVO
1083;1;8;D.NEGATIVO
1083;1;12;C.NEGATIVO
1083;2;1;C.NEGATIVO
1083;2;2;C.NEGATIVO
1083;2;3;B.POSITIVO
1083;2;4;B.POSITIVO
1083;2;7;D.NEGATIVO
1083;2;8;D.NEGATIVO
1083;2;10;B.POSITIVO
1083;3;3;B.POSITIVO
1083;3;4;B.POSITIVO
1083;3;8;C.NEGATIVO
1083;3;9;C.NEGATIVO
1083;3;12;B.POSITIVO
1083;4;2;B.POSITIVO
1083;4;8;C.NEGATIVO
1083;4;9;C.NEGATIVO
1084;1;1;C.NEGATIVO
1084;1;2;A.POSITIVO
1084;1;3;A.POSITIVO
1084;1;4;B.POSITIVO
1084;1;5;B.POSITIVO
1084;1;7;C.NEGATIVO
1084;1;8;C.NEGATIVO
1084;1;9;C.NEGATIVO
1084;1;10;C.NEGATIVO
1084;1;11;C.NEGATIVO
1084;2;7;C.NEGATIVO
1084;2;8;C.NEGATIVO
1084;2;9;B.POSITIVO
1084;2;12;C.NEGATIVO
1084;3;1;B.POSITIVO
1084;3;4;B.POSITIVO
1084;3;6;C.NEGATIVO
1084;3;7;C.NEGATIVO
1084;3;8;C.NEGATIVO
1084;4;3;B.POSITIVO
1084;4;6;B.POSITIVO
1084;4;8;C.NEGATIVO
1084;5;2;B.POSITIVO
1084;5;8;C.NEGATIVO
1085;0;1;C.NEGATIVO
1085;0;3;B.POSITIVO
1085;0;4;C.NEGATIVO
1085;0;7;C.NEGATIVO
1085;0;9;C.NEGATIVO
1085;0;10;A.POSITIVO
1085;0;11;B.POSITIVO
1085;1;3;A.POSITIVO
1085;1;4;B.POSITIVO
1085;1;5;C.NEGATIVO
1085;1;6;C.NEGATIVO
1085;1;8;C.NEGATIVO
1085;1;9;C.NEGATIVO
1085;1;10;B.POSITIVO
1085;1;11;C.NEGATIVO
1085;2;2;B.POSITIVO
1085;2;4;B.POSITIVO
1085;2;6;C.NEGATIVO
1085;2;8;C.NEGATIVO
1085;2;10;B.POSITIVO
1085;2;12;C.NEGATIVO
1085;3;2;A.POSITIVO
1085;3;3;B.POSITIVO
1085;3;8;C.NEGATIVO
1085;3;10;B.POSITIVO
1085;3;11;C.NEGATIVO
1085;4;6;C.NEGATIVO
1085;4;8;C.NEGATIVO
1085;5;1;B.POSITIVO
1085;5;2;B.POSITIVO
1085;5;8;C.NEGATIVO
1086;1;2;B.POSITIVO
1086;1;4;B.POSITIVO
1086;1;7;C.NEGATIVO
1086;1;8;C.NEGATIVO
1086;1;9;C.NEGATIVO
1086;1;10;C.NEGATIVO
1086;2;1;C.NEGATIVO
1086;2;2;B.POSITIVO
1086;2;4;A.POSITIVO
1086;2;5;C.NEGATIVO
1086;2;6;D.NEGATIVO
1086;2;8;D.NEGATIVO
1086;2;10;A.POSITIVO
1086;3;2;B.POSITIVO
1086;3;7;B.POSITIVO
1086;3;8;C.NEGATIVO
1086;3;10;C.NEGATIVO
1086;3;12;C.NEGATIVO
1086;4;3;B.POSITIVO
1086;4;4;B.POSITIVO
1086;4;7;C.NEGATIVO
1086;4;8;D.NEGATIVO
1086;5;1;B.POSITIVO
1086;5;3;B.POSITIVO
1086;5;8;D.NEGATIVO
1089;0;2;B.POSITIVO
1089;0;8;C.NEGATIVO
1089;0;11;C.NEGATIVO
1089;1;4;B.POSITIVO
1089;1;8;C.NEGATIVO
1089;2;4;B.POSITIVO
1089;2;8;C.NEGATIVO
1089;3;4;B.POSITIVO
1089;3;8;C.NEGATIVO
1089;4;2;B.POSITIVO
1089;4;8;C.NEGATIVO
1089;5;2;B.POSITIVO
1089;5;8;C.NEGATIVO
1091;0;1;B.POSITIVO
1091;0;4;B.POSITIVO
1091;0;7;B.POSITIVO
1091;0;8;C.NEGATIVO
1091;0;10;C.NEGATIVO
1091;1;1;B.POSITIVO
1091;1;4;B.POSITIVO
1091;1;8;C.NEGATIVO
1091;2;1;C.NEGATIVO
1091;2;2;A.POSITIVO
1091;2;4;B.POSITIVO
1091;2;5;C.NEGATIVO
1091;2;6;C.NEGATIVO
1091;2;8;C.NEGATIVO
1091;2;12;B.POSITIVO
1091;3;4;B.POSITIVO
1091;3;8;C.NEGATIVO
1091;4;2;B.POSITIVO
1091;4;6;C.NEGATIVO
1091;5;8;C.NEGATIVO
1092;1;1;B.POSITIVO
1092;1;3;C.NEGATIVO
1092;1;4;A.POSITIVO
1092;1;6;C.NEGATIVO
1092;1;9;C.NEGATIVO
1092;1;11;C.NEGATIVO
1092;1;12;C.NEGATIVO
1092;3;2;B.POSITIVO
1092;3;3;B.POSITIVO
1092;3;5;C.NEGATIVO
1092;3;6;D.NEGATIVO
1092;3;7;C.NEGATIVO
1092;3;8;D.NEGATIVO
1092;3;9;C.NEGATIVO
1092;3;11;A.POSITIVO
1092;4;1;C.NEGATIVO
1092;4;3;C.NEGATIVO
1092;4;7;A.POSITIVO
1092;4;8;B.POSITIVO
1092;4;9;B.POSITIVO
1092;5;1;B.POSITIVO
1092;5;2;B.POSITIVO
1092;5;8;C.NEGATIVO
1101;0;1;C.NEGATIVO
1101;0;3;C.NEGATIVO
1101;0;4;A.POSITIVO
1101;0;7;C.NEGATIVO
1101;0;8;C.NEGATIVO
1101;0;9;A.POSITIVO
1101;0;11;C.NEGATIVO
1101;1;2;C.NEGATIVO
1101;1;4;A.POSITIVO
1101;1;7;C.NEGATIVO
1101;1;8;C.NEGATIVO
1101;2;4;B.POSITIVO
1101;2;5;C.NEGATIVO
1101;2;8;D.NEGATIVO
1101;2;10;B.POSITIVO
1101;3;3;A.POSITIVO
1101;3;4;B.POSITIVO
1101;3;5;C.NEGATIVO
1101;3;6;C.NEGATIVO
1101;3;8;C.NEGATIVO
1101;3;12;C.NEGATIVO
1101;4;1;B.POSITIVO
1101;4;2;B.POSITIVO
1101;4;3;B.POSITIVO
1101;4;4;A.POSITIVO
1101;4;7;C.NEGATIVO
1101;4;8;C.NEGATIVO
1101;4;9;C.NEGATIVO
1101;4;10;D.NEGATIVO
1101;5;2;B.POSITIVO
1101;5;8;C.NEGATIVO
1102;0;4;B.POSITIVO
1102;0;6;C.NEGATIVO
1102;0;8;C.NEGATIVO
1102;1;4;A.POSITIVO
1102;1;8;C.NEGATIVO
1102;2;4;B.POSITIVO
1102;2;8;C.NEGATIVO
1102;3;4;B.POSITIVO
1102;3;8;C.NEGATIVO
1102;4;3;B.POSITIVO
1102;4;8;C.NEGATIVO
1102;5;8;C.NEGATIVO
1103;1;1;C.NEGATIVO
1103;1;2;B.POSITIVO
1103;1;4;A.POSITIVO
1103;1;5;D.NEGATIVO
1103;1;6;C.NEGATIVO
1103;2;1;C.NEGATIVO
1103;2;2;D.NEGATIVO
1103;2;4;A.POSITIVO
1103;2;5;D.NEGATIVO
1103;2;7;D.NEGATIVO
1103;2;9;A.POSITIVO
1103;2;12;B.POSITIVO
1103;3;2;A.POSITIVO
1103;3;3;B.POSITIVO
1103;3;7;C.NEGATIVO
1103;3;8;C.NEGATIVO
1103;3;9;B.POSITIVO
1103;3;11;C.NEGATIVO
1103;3;12;C.NEGATIVO
1103;4;2;A.POSITIVO
1103;4;3;A.POSITIVO
1103;4;6;B.POSITIVO
1103;4;7;C.NEGATIVO
1103;4;8;C.NEGATIVO
1103;4;9;B.POSITIVO
1103;4;10;C.NEGATIVO
1103;4;11;D.NEGATIVO
1103;5;1;B.POSITIVO
1103;5;2;C.NEGATIVO
1103;5;4;A.POSITIVO
1103;5;5;A.POSITIVO
1103;5;6;B.POSITIVO
1103;5;7;C.NEGATIVO
1103;5;8;C.NEGATIVO
1103;5;10;C.NEGATIVO
1103;5;11;C.NEGATIVO
1103;5;12;D.NEGATIVO
1104;1;2;D.NEGATIVO
1104;1;4;A.POSITIVO
1104;1;6;B.POSITIVO
1104;1;7;C.NEGATIVO
1104;1;11;B.POSITIVO
1104;1;12;C.NEGATIVO
1105;0;1;C.NEGATIVO
1105;0;4;B.POSITIVO
1105;0;7;B.POSITIVO
1105;0;12;B.POSITIVO
1105;1;4;A.POSITIVO
1105;1;5;C.NEGATIVO
1105;1;8;D.NEGATIVO
1105;1;10;C.NEGATIVO
1105;5;2;B.POSITIVO
1105;5;9;C.NEGATIVO
1107;0;1;D.NEGATIVO
1107;0;3;C.NEGATIVO
1107;0;4;A.POSITIVO
1107;0;7;B.POSITIVO
1107;0;8;C.NEGATIVO
1107;0;9;C.NEGATIVO
1107;0;10;A.POSITIVO
1107;0;11;B.POSITIVO
1107;0;12;C.NEGATIVO
1107;1;1;A.POSITIVO
1107;1;3;B.POSITIVO
1107;1;4;B.POSITIVO
1107;1;5;C.NEGATIVO
1107;1;6;C.NEGATIVO
1107;1;7;C.NEGATIVO
1107;1;10;B.POSITIVO
1107;1;11;C.NEGATIVO
1107;1;12;C.NEGATIVO
1107;2;6;B.POSITIVO
1107;2;7;B.POSITIVO
1107;2;11;C.NEGATIVO
1107;2;12;C.NEGATIVO
1107;3;4;B.POSITIVO
1107;3;5;B.POSITIVO
1107;3;8;C.NEGATIVO
1107;3;9;C.NEGATIVO
1107;4;5;B.POSITIVO
1107;4;7;B.POSITIVO
1107;4;8;D.NEGATIVO
1107;5;2;B.POSITIVO
1107;5;3;B.POSITIVO
1107;5;8;C.NEGATIVO
1320;1;2;C.NEGATIVO
1320;1;3;B.POSITIVO
1320;1;4;C.NEGATIVO
1320;1;5;C.NEGATIVO
1320;1;8;B.POSITIVO
1320;1;9;A.POSITIVO
1320;1;10;B.POSITIVO
1320;1;11;C.NEGATIVO
1391;0;1;C.NEGATIVO
1391;0;2;A.POSITIVO
1391;0;3;C.NEGATIVO
1391;0;4;C.NEGATIVO
1391;0;7;B.POSITIVO
1391;0;8;D.NEGATIVO
1391;0;9;A.POSITIVO
1391;0;10;B.POSITIVO
1391;0;12;C.NEGATIVO
1391;1;2;B.POSITIVO
1391;1;7;C.NEGATIVO
1391;2;2;B.POSITIVO
1391;2;5;B.POSITIVO
1391;2;6;C.NEGATIVO
1391;3;8;C.NEGATIVO
1391;3;9;B.POSITIVO
1391;3;10;B.POSITIVO
1391;4;1;C.NEGATIVO
1391;4;8;D.NEGATIVO
1391;4;10;A.POSITIVO
1391;4;11;B.POSITIVO
1391;4;12;C.NEGATIVO
1391;5;3;B.POSITIVO
1391;5;7;B.POSITIVO
1391;5;8;C.NEGATIVO
1391;5;9;B.POSITIVO
1392;0;5;B.POSITIVO
1392;0;7;C.NEGATIVO
1392;0;8;C.NEGATIVO
1392;0;9;C.NEGATIVO
1392;0;10;B.POSITIVO
1392;1;5;B.POSITIVO
1392;1;8;C.NEGATIVO
1392;2;1;B.POSITIVO
1392;2;4;C.NEGATIVO
1392;2;5;B.POSITIVO
1392;2;6;B.POSITIVO
1392;2;8;C.NEGATIVO
1392;3;8;C.NEGATIVO
1392;4;1;B.POSITIVO
1392;4;3;B.POSITIVO
1392;4;5;B.POSITIVO
1392;4;6;C.NEGATIVO
1392;4;8;C.NEGATIVO
1392;4;10;C.NEGATIVO
1392;5;7;B.POSITIVO
1392;5;8;C.NEGATIVO
1392;5;12;C.NEGATIVO
1393;3;1;C.NEGATIVO
1393;3;2;C.NEGATIVO
1393;3;3;B.POSITIVO
1393;3;7;A.POSITIVO
1393;3;8;C.NEGATIVO
1393;3;11;A.POSITIVO
1393;3;12;C.NEGATIVO
1393;4;1;B.POSITIVO
1393;4;2;A.POSITIVO
1393;4;3;D.NEGATIVO
1393;4;4;C.NEGATIVO
1393;4;5;B.POSITIVO
1393;4;6;C.NEGATIVO
1393;4;7;A.POSITIVO
1393;4;8;D.NEGATIVO
1393;4;11;B.POSITIVO
1393;4;12;C.NEGATIVO
1393;5;2;B.POSITIVO
1393;5;7;B.POSITIVO
1393;5;8;C.NEGATIVO
1393;5;10;C.NEGATIVO
1394;1;1;B.POSITIVO
1394;1;2;B.POSITIVO
1394;1;3;C.NEGATIVO
1394;1;6;C.NEGATIVO
1394;1;8;C.NEGATIVO
1394;1;10;B.POSITIVO
1394;1;11;C.NEGATIVO
1394;2;1;A.POSITIVO
1394;2;2;A.POSITIVO
1394;2;4;C.NEGATIVO
1394;2;6;C.NEGATIVO
1394;2;8;C.NEGATIVO
1394;2;11;B.POSITIVO
1394;2;12;C.NEGATIVO
1394;3;1;A.POSITIVO
1394;3;2;A.POSITIVO
1394;3;8;C.NEGATIVO
1394;3;11;C.NEGATIVO
1394;4;1;B.POSITIVO
1394;4;3;A.POSITIVO
1394;4;10;C.NEGATIVO
1394;4;12;C.NEGATIVO
1394;5;8;C.NEGATIVO
1395;1;1;C.NEGATIVO
1395;1;2;B.POSITIVO
1395;1;6;C.NEGATIVO
1395;1;8;C.NEGATIVO
1395;1;10;B.POSITIVO
1395;3;1;A.POSITIVO
1395;3;2;C.NEGATIVO
1395;3;3;C.NEGATIVO
1395;3;4;B.POSITIVO
1395;3;5;C.NEGATIVO
1395;3;6;C.NEGATIVO
